Body,Score,ParentId
"<pre><code>Arrays.sort(filenames, new Comparator&lt;String&gt;() {
    @Override
    public int compare(String s1, String s2) {
        // the +1 is to avoid including the '.' in the extension and to avoid exceptions
        // EDIT:
        // We first need to make sure that either both files or neither file
        // has an extension (otherwise we'll end up comparing the extension of one
        // to the start of the other, or else throwing an exception)
        final int s1Dot = s1.lastIndexOf('.');
        final int s2Dot = s2.lastIndexOf('.');
        if ((s1Dot == -1) == (s2Dot == -1)) { // both or neither
            s1 = s1.substring(s1Dot + 1);
            s2 = s2.substring(s2Dot + 1);
            return s1.compareTo(s2);
        } else if (s1Dot == -1) { // only s2 has an extension, so s1 goes first
            return -1;
        } else { // only s1 has an extension, so s1 goes second
            return 1;
        }
    }
});
</code></pre>

<p>For completeness: <a href=""http://java.sun.com/javase/6/docs/api/java/util/Arrays.html"" rel=""noreferrer""><code>java.util.Arrays</code></a> and <a href=""http://java.sun.com/javase/6/docs/api/java/util/Comparator.html"" rel=""noreferrer""><code>java.util.Comparator</code></a>.</p>
","21","440430"
"<p>Iterate over your Map using <a href=""http://java.sun.com/javase/6/docs/api/java/util/Map.html#entrySet()"" rel=""nofollow noreferrer"">entrySet</a>, and fill your array record with the Entry object</p>
","-1","2265266"
"<p>I needed some bit streaming in my application. <a href=""http://code.google.com/p/open-ig/source/browse/trunk/open-ig/src/hu/openig/utils/IOUtils.java"" rel=""nofollow noreferrer"">Here</a> you can find my BitArray implementation. It is not a real iterator pattern but you can ask for 1-32 bits from the array in a streaming way. There is also an alternate implementation called BitReader later in the file.</p>
","1","1034473"
"<p>How about</p>

<pre><code>Object[][] array = new Object[][]{map.keySet.toArray(), map.entrySet.toArray()};
</code></pre>

<p>Or, to be more specific about the types, let's say they're <code>Strings</code>: <code>Set</code>'s <code>toArray</code> takes a hint argument, so that</p>

<pre><code>String[][] array = new String[][]{map.keySet.toArray(new String[0]), map.entrySet.toArray(new String[0])};
</code></pre>

<p><strong>Edit:</strong> I just realized a couple of days later that while this <em>may</em> work by chance, in general it shouldn't. The reason is the intermediate <code>Set</code>; although it is ""backed by the map"", there seems to be no explicit guarantee that it will iterate in any particular order. Thus the key- and entry-arrays might not be in the same order, which is a disaster for sure!</p>
","7","2265266"
"<p>If by ""variable length"" you mean that the size will change over time, then you probably want a LinkedList rather than an ArrayList:</p>

<pre><code>print(""List&lt;Foo&gt; fooList = new LinkedList&lt;Foo&gt;();"");
</code></pre>

<p>That way you get better performance when adding a bunch of elements.</p>
","1","374339"
"<p>An alternative would be to use a BitInputStream like the one you can find <a href=""http://wiki.forum.nokia.com/index.php/Bit_Input/Output_Stream_utility_classes_for_efficient_data_transfer"" rel=""nofollow noreferrer"">here</a> and write code like this:</p>

<pre><code>BitInputStream bin = new BitInputStream(new ByteArrayInputStream(bytes));
    while(true){
        int bit = bin.readBit();
        // do something
    }
bin.close();
</code></pre>

<p>(Note: Code doesn't contain EOFException or IOException handling for brevity.)</p>

<p>But I'd go with Jon Skeets variant and do it on my own.</p>
","2","1034473"
"<p>yes. You can do that, assuming args[1] exists, otherwise you'll get an ArrayIndexOutOfBoundsException.</p>
","5","705288"
"<p>If you just want to group the files by their extension and do not care about the actual alphabetical order, you can use this:</p>

<p>I think the simplest thing you can do that also works when the filenname does not have a ""."" is to just reverse the names and compare them.</p>

<pre><code>Arrays.sort(ary, new Comparator&lt;String&gt;() {
    @Override
    public int compare(String o1, String o2) {
        String r1 = new StringBuffer(o1).reverse().toString();
        String r2 = new StringBuffer(o2).reverse().toString();
        return r1.compareTo(r2);
    }
});
</code></pre>

<p>Its a shame that java's string does not even have a reverse().</p>
","-1","440430"
"<pre><code>HashMap map = new HashMap();
Object[][] arr = new Object[map.size()][2];
Set entries = map.entrySet();
Iterator entriesIterator = entries.iterator();

int i = 0;
while(entriesIterator.hasNext()){

    Map.Entry mapping = (Map.Entry) entriesIterator.next();

    arr[i][0] = mapping.getKey();
    arr[i][1] = mapping.getValue();

    i++;
}
</code></pre>
","14","2265266"
"<p>Comparators are often hard to get exactly right, and the comparison key has to be generated for every comparison which for most sorting algorithms mean O(n log n).  Another approach is to create (key, value) pairs for each item you need to sort, put them in a TreeMap, and then ask for the values as these are sorted according to the key.</p>

<p>For instance </p>

<pre><code>import java.util.Arrays;
import java.util.TreeMap;

public class Bar {

    public static void main(String[] args) {
        TreeMap&lt;String, String&gt; m2 = new TreeMap&lt;String, String&gt;();
        for (String string : Arrays.asList(new String[] { ""#3"", ""#2"", ""#1"" })) {
            String key = string.substring(string.length() - 1);
            String value = string;
            m2.put(key, value);
        }
        System.out.println(m2.values());
    }
}
</code></pre>

<p>prints out </p>

<pre>
[#1, #2, #3]
</pre>

<p>You should easily be able to adapt the key calculation to your problem.</p>

<p>This only calculates the key once per entry, hence O(n) - (but the sort is still O(n log n)).  If the key calculation is expensive or n is large this might be quite measurable.</p>
","3","440430"
"<p>I know, probably not the ""coolest"" way to do it, but you can extract each bit with the following code.</p>

<pre><code>    int n = 156;

String bin = Integer.toBinaryString(n);
System.out.println(bin);

char arr[] = bin.toCharArray();
for(int i = 0; i &lt; arr.length; ++i) {
    System.out.println(""Bit number "" + (i + 1) + "" = "" + arr[i]);
}
</code></pre>

<p>10011100</p>

<p>Bit number 1 = 1</p>

<p>Bit number 2 = 0</p>

<p>Bit number 3 = 0</p>

<p>Bit number 4 = 1</p>

<p>Bit number 5 = 1</p>

<p>Bit number 6 = 1</p>

<p>Bit number 7 = 0</p>

<p>Bit number 8 = 0</p>
","1","1034473"
"<p>What makes you think you can not?</p>
","1","705288"
"<p>It is ""easier"" (that is, more efficient) to remove them from a <code>LinkedList</code>, because removal from an <code>ArrayList</code> requires moving all subsequent elements to a new position in the list&mdash;all subsequent elements of the array must be assigned a new value. With a linked list, only one pointer (or two, with a doubly-linked list) must be re-assigned.</p>
","10","1035107"
"<pre><code>public class ByteArrayBitIterable implements Iterable&lt;Boolean&gt; {
    private final byte[] array;

    public ByteArrayBitIterable(byte[] array) {
        this.array = array;
    }

    public Iterator&lt;Boolean&gt; iterator() {
        return new Iterator&lt;Boolean&gt;() {
            private int bitIndex = 0;
            private int arrayIndex = 0;

            public boolean hasNext() {
                return (arrayIndex &lt; array.length) &amp;&amp; (bitIndex &lt; 8);
            }

            public Boolean next() {
                Boolean val = (array[arrayIndex] &gt;&gt; (7 - bitIndex) &amp; 1) == 1;
                bitIndex++;
                if (bitIndex == 8) {
                    bitIndex = 0;
                    arrayIndex++;
                }
                return val;
            }

            public void remove() {
                throw new UnsupportedOperationException();
            }
        };
    }

    public static void main(String[] a) {
        ByteArrayBitIterable test = new ByteArrayBitIterable(
                   new byte[]{(byte)0xAA, (byte)0xAA});
        for (boolean b : test)
            System.out.println(b);
    }
}
</code></pre>
","18","1034473"
"<pre><code>double [] avg = new double[5];
for(int i=0; i&lt;5; i++)
   avg[i] = scan.nextDouble();
</code></pre>
","0","2795350"
"<pre class=""lang-java prettyprint-override""><code>hashMap.keySet().toArray(); // returns an array of keys
hashMap.values().toArray(); // returns an array of values
</code></pre>

<hr>

<h1>Edit</h1>

<p>It should be noted that the ordering of both arrays may not be the same,
See oxbow_lakes answer for a better approach for iteration when the pair key/values are needed.</p>
","200","1090556"
"<p>Use the <code>ArrayList</code> constructor that takes a collection.</p>

<pre><code>ArrayList&lt;Word&gt; arr = new ArrayList&lt;Word&gt;(hw.values());
</code></pre>

<p>Then every value that was in the <code>HashTable</code> will be in the new <code>ArrayList</code>.</p>

<p>You can find documentation about the constructor in <a href=""http://java.sun.com/javase/6/docs/api/java/util/ArrayList.html"" rel=""noreferrer"">the javadocs</a>.</p>
","49","2915453"
"<p>You can get all the doubles with this code:</p>

<pre><code>List&lt;Double&gt; numbers = new ArrayList&lt;Double&gt;();
while (scan.hasNextDouble()) {
    numbers.add(scan.nextDouble());
}
</code></pre>
","8","2795350"
"<p>Well, removal of an element from a (doubly-linked-)list is O(1). But removal from an array will require that the remaining elements are shifted down one space in the array, which is O(n).</p>

<p>That said, getting a specific element in a list by index is O(n), while getting a specific element in an array by index is O(1).</p>

<p>So, the for actual removal, LinkedList will be better. There is more info on Array's versus LinkedList <a href=""https://stackoverflow.com/questions/166884/array-vs-linked-list"">here</a>.</p>
","5","1035107"
